# energy dos
-2.040173556999999960e+01 1.391549999999999976e+01
-2.039173557000000159e+01 1.406359999999999921e+01
-2.038173557000000358e+01 1.411640000000000050e+01
-2.037173556999999846e+01 1.406770000000000032e+01
-2.036173557000000045e+01 1.391729999999999912e+01
-2.035173557000000244e+01 1.367159999999999975e+01
-2.034173557000000443e+01 1.334270000000000067e+01
-2.033173556999999931e+01 1.294740000000000002e+01
-2.032173557000000130e+01 1.250650000000000084e+01
-2.031173557000000329e+01 1.204330000000000034e+01
-2.030173556999999818e+01 1.158169999999999966e+01
-2.029173557000000017e+01 1.114480000000000004e+01
-2.028173557000000216e+01 1.075350000000000072e+01
-2.027173557000000415e+01 1.042510000000000048e+01
-2.026173556999999903e+01 1.017210000000000036e+01
-2.025173557000000102e+01 1.000220000000000020e+01
-2.024173557000000301e+01 9.918200000000000571e+00
-2.023173557000000500e+01 9.918499999999999872e+00
-2.022173556999999988e+01 9.997899999999999565e+00
-2.021173557000000187e+01 1.014899999999999913e+01
-2.020173557000000386e+01 1.036289999999999978e+01
-2.019173556999999875e+01 1.063030000000000008e+01
-2.018173557000000073e+01 1.094200000000000017e+01
-2.017173557000000272e+01 1.128889999999999993e+01
-2.016173557000000471e+01 1.166230000000000011e+01
-2.015173556999999960e+01 1.205320000000000036e+01
-2.014173557000000159e+01 1.245199999999999996e+01
-2.013173557000000358e+01 1.284849999999999959e+01
-2.012173556999999846e+01 1.323179999999999978e+01
-2.011173557000000045e+01 1.359070000000000000e+01
-2.010173557000000244e+01 1.391450000000000031e+01
-2.009173557000000443e+01 1.419369999999999976e+01
-2.008173556999999931e+01 1.442140000000000022e+01
-2.007173557000000130e+01 1.459370000000000012e+01
-2.006173557000000329e+01 1.471020000000000039e+01
-2.005173556999999818e+01 1.477420000000000044e+01
-2.004173557000000017e+01 1.479199999999999982e+01
-2.003173557000000216e+01 1.477239999999999931e+01
-2.002173557000000415e+01 1.472519999999999918e+01
-2.001173556999999903e+01 1.465990000000000038e+01
-2.000173557000000102e+01 1.458520000000000039e+01
-1.999173557000000301e+01 1.450719999999999921e+01
-1.998173557000000500e+01 1.442989999999999995e+01
-1.997173556999999988e+01 1.435440000000000005e+01
-1.996173557000000187e+01 1.427940000000000076e+01
-1.995173557000000386e+01 1.420190000000000019e+01
-1.994173556999999875e+01 1.411780000000000079e+01
-1.993173557000000073e+01 1.402270000000000039e+01
-1.992173557000000272e+01 1.391269999999999918e+01
-1.991173557000000471e+01 1.378490000000000038e+01
-1.990173556999999960e+01 1.363790000000000013e+01
-1.989173557000000159e+01 1.347209999999999930e+01
-1.988173557000000358e+01 1.328969999999999985e+01
-1.987173556999999846e+01 1.309490000000000087e+01
-1.986173557000000045e+01 1.289419999999999966e+01
-1.985173557000000244e+01 1.269539999999999935e+01
-1.984173557000000443e+01 1.250820000000000043e+01
-1.983173556999999931e+01 1.234340000000000082e+01
-1.982173557000000130e+01 1.221240000000000059e+01
-1.981173557000000329e+01 1.212650000000000006e+01
-1.980173556999999818e+01 1.209650000000000070e+01
-1.979173557000000017e+01 1.213129999999999953e+01
-1.978173557000000216e+01 1.223760000000000048e+01
-1.977173557000000415e+01 1.241890000000000072e+01
-1.976173556999999903e+01 1.267520000000000024e+01
-1.975173557000000102e+01 1.300270000000000081e+01
-1.974173557000000301e+01 1.339400000000000013e+01
-1.973173557000000500e+01 1.383820000000000050e+01
-1.972173556999999988e+01 1.432150000000000034e+01
-1.971173557000000187e+01 1.482799999999999940e+01
-1.970173557000000386e+01 1.533990000000000009e+01
-1.969173556999999875e+01 1.583869999999999933e+01
-1.968173557000000073e+01 1.630549999999999855e+01
-1.967173557000000272e+01 1.672159999999999869e+01
-1.966173557000000471e+01 1.706899999999999906e+01
-1.965173556999999960e+01 1.733129999999999882e+01
-1.964173557000000159e+01 1.749409999999999954e+01
-1.963173557000000358e+01 1.754570000000000007e+01
-1.962173556999999846e+01 1.747850000000000037e+01
-1.961173557000000045e+01 1.728920000000000101e+01
-1.960173557000000244e+01 1.697980000000000089e+01
-1.959173557000000443e+01 1.655839999999999890e+01
-1.958173556999999931e+01 1.603869999999999862e+01
-1.957173557000000130e+01 1.544069999999999965e+01
-1.956173557000000329e+01 1.478899999999999970e+01
-1.955173556999999818e+01 1.411250000000000071e+01
-1.954173557000000017e+01 1.344260000000000055e+01
-1.953173557000000216e+01 1.281129999999999924e+01
-1.952173557000000415e+01 1.224970000000000070e+01
-1.951173556999999903e+01 1.178570000000000029e+01
-1.950173557000000102e+01 1.144260000000000055e+01
-1.949173557000000301e+01 1.123729999999999940e+01
-1.948173557000000500e+01 1.117929999999999957e+01
-1.947173556999999988e+01 1.126960000000000051e+01
-1.946173557000000187e+01 1.150070000000000014e+01
-1.945173557000000386e+01 1.185670000000000002e+01
-1.944173556999999875e+01 1.231470000000000020e+01
-1.943173557000000073e+01 1.284580000000000055e+01
-1.942173557000000272e+01 1.341750000000000043e+01
-1.941173557000000471e+01 1.399649999999999928e+01
-1.940173556999999960e+01 1.455100000000000016e+01
-1.939173557000000159e+01 1.505369999999999919e+01
-1.938173557000000358e+01 1.548409999999999975e+01
-1.937173556999999846e+01 1.583019999999999960e+01
-1.936173557000000045e+01 1.608950000000000102e+01
-1.935173557000000244e+01 1.626859999999999928e+01
-1.934173557000000443e+01 1.638250000000000028e+01
-1.933173556999999931e+01 1.645270000000000010e+01
-1.932173557000000130e+01 1.650420000000000087e+01
-1.931173557000000329e+01 1.656330000000000169e+01
-1.930173556999999818e+01 1.665480000000000160e+01
-1.929173557000000017e+01 1.679919999999999902e+01
-1.928173557000000216e+01 1.701089999999999947e+01
-1.927173557000000415e+01 1.729759999999999920e+01
-1.926173556999999903e+01 1.765930000000000177e+01
-1.925173557000000102e+01 1.808869999999999933e+01
-1.924173557000000301e+01 1.857199999999999918e+01
-1.923173557000000500e+01 1.908990000000000009e+01
-1.922173556999999988e+01 1.961880000000000024e+01
-1.921173557000000187e+01 2.013230000000000075e+01
-1.920173557000000386e+01 2.060269999999999868e+01
-1.919173556999999875e+01 2.100209999999999866e+01
-1.918173557000000073e+01 2.130460000000000065e+01
-1.917173557000000272e+01 2.148699999999999832e+01
-1.916173557000000471e+01 2.153099999999999881e+01
-1.915173556999999960e+01 2.142419999999999902e+01
-1.914173557000000159e+01 2.116150000000000020e+01
-1.913173557000000358e+01 2.074549999999999983e+01
-1.912173556999999846e+01 2.018680000000000163e+01
-1.911173557000000045e+01 1.950379999999999825e+01
-1.910173557000000244e+01 1.872070000000000078e+01
-1.909173557000000443e+01 1.786670000000000158e+01
-1.908173556999999931e+01 1.697329999999999828e+01
-1.907173557000000130e+01 1.607250000000000156e+01
-1.906173557000000329e+01 1.519430000000000014e+01
-1.905173556999999818e+01 1.436560000000000059e+01
-1.904173557000000017e+01 1.360839999999999961e+01
-1.903173557000000216e+01 1.293999999999999950e+01
-1.902173557000000415e+01 1.237219999999999942e+01
-1.901173556999999903e+01 1.191259999999999941e+01
-1.900173557000000102e+01 1.156429999999999936e+01
-1.899173557000000301e+01 1.132729999999999926e+01
-1.898173557000000500e+01 1.119890000000000008e+01
-1.897173556999999988e+01 1.117420000000000080e+01
-1.896173557000000187e+01 1.124629999999999974e+01
-1.895173557000000386e+01 1.140659999999999918e+01
-1.894173556999999875e+01 1.164480000000000004e+01
-1.893173557000000073e+01 1.194919999999999938e+01
-1.892173557000000272e+01 1.230719999999999992e+01
-1.891173557000000471e+01 1.270560000000000045e+01
-1.890173556999999960e+01 1.313150000000000084e+01
-1.889173557000000159e+01 1.357300000000000040e+01
-1.888173557000000358e+01 1.401980000000000004e+01
-1.887173556999999846e+01 1.446340000000000003e+01
-1.886173557000000045e+01 1.489789999999999992e+01
-1.885173557000000244e+01 1.531889999999999930e+01
-1.884173557000000443e+01 1.572390000000000043e+01
-1.883173556999999931e+01 1.611080000000000112e+01
-1.882173557000000130e+01 1.647790000000000177e+01
-1.881173557000000329e+01 1.682250000000000156e+01
-1.880173556999999818e+01 1.714130000000000109e+01
-1.879173557000000017e+01 1.742940000000000111e+01
-1.878173557000000216e+01 1.768120000000000047e+01
-1.877173557000000415e+01 1.789059999999999917e+01
-1.876173556999999903e+01 1.805209999999999937e+01
-1.875173557000000102e+01 1.816120000000000090e+01
-1.874173557000000301e+01 1.821610000000000085e+01
-1.873173557000000500e+01 1.821770000000000067e+01
-1.872173556999999988e+01 1.817070000000000007e+01
-1.871173557000000187e+01 1.808370000000000033e+01
-1.870173557000000386e+01 1.796849999999999881e+01
-1.869173556999999875e+01 1.784039999999999893e+01
-1.868173557000000073e+01 1.771630000000000038e+01
-1.867173557000000272e+01 1.761420000000000030e+01
-1.866173557000000471e+01 1.755110000000000170e+01
-1.865173556999999960e+01 1.754220000000000113e+01
-1.864173557000000159e+01 1.759919999999999973e+01
-1.863173557000000358e+01 1.772899999999999920e+01
-1.862173556999999846e+01 1.793339999999999890e+01
-1.861173557000000045e+01 1.820830000000000126e+01
-1.860173557000000244e+01 1.854410000000000025e+01
-1.859173557000000443e+01 1.892620000000000147e+01
-1.858173556999999931e+01 1.933589999999999876e+01
-1.857173557000000130e+01 1.975189999999999912e+01
-1.856173557000000329e+01 2.015170000000000172e+01
-1.855173556999999818e+01 2.051310000000000144e+01
-1.854173557000000017e+01 2.081569999999999965e+01
-1.853173557000000216e+01 2.104200000000000159e+01
-1.852173557000000415e+01 2.117879999999999896e+01
-1.851173556999999903e+01 2.121740000000000137e+01
-1.850173557000000102e+01 2.115429999999999922e+01
-1.849173557000000301e+01 2.099119999999999919e+01
-1.848173557000000500e+01 2.073460000000000036e+01
-1.847173556999999988e+01 2.039549999999999841e+01
-1.846173557000000187e+01 1.998839999999999861e+01
-1.845173557000000386e+01 1.953059999999999974e+01
-1.844173556999999875e+01 1.904090000000000060e+01
-1.843173557000000073e+01 1.853849999999999909e+01
-1.842173557000000272e+01 1.804139999999999944e+01
-1.841173557000000471e+01 1.756589999999999918e+01
-1.840173556999999960e+01 1.712509999999999977e+01
-1.839173557000000159e+01 1.672860000000000014e+01
-1.838173557000000358e+01 1.638230000000000075e+01
-1.837173556999999846e+01 1.608810000000000073e+01
-1.836173557000000045e+01 1.584490000000000087e+01
-1.835173557000000244e+01 1.564939999999999998e+01
-1.834173557000000443e+01 1.549660000000000082e+01
-1.833173556999999931e+01 1.538129999999999953e+01
-1.832173557000000130e+01 1.529879999999999995e+01
-1.831173557000000329e+01 1.524530000000000030e+01
-1.830173556999999818e+01 1.521850000000000058e+01
-1.829173557000000017e+01 1.521729999999999983e+01
-1.828173557000000216e+01 1.524169999999999980e+01
-1.827173557000000415e+01 1.529219999999999935e+01
-1.826173556999999903e+01 1.536960000000000015e+01
-1.825173557000000102e+01 1.547450000000000081e+01
-1.824173557000000301e+01 1.560720000000000063e+01
-1.823173557000000500e+01 1.576810000000000045e+01
-1.822173556999999988e+01 1.595800000000000018e+01
-1.821173557000000187e+01 1.617820000000000036e+01
-1.820173557000000386e+01 1.643169999999999931e+01
-1.819173556999999875e+01 1.672309999999999874e+01
-1.818173557000000073e+01 1.705890000000000128e+01
-1.817173557000000272e+01 1.744650000000000034e+01
-1.816173557000000471e+01 1.789420000000000144e+01
-1.815173556999999960e+01 1.840960000000000107e+01
-1.814173557000000159e+01 1.899790000000000134e+01
-1.813173557000000358e+01 1.966069999999999851e+01
-1.812173556999999846e+01 2.039460000000000051e+01
-1.811173557000000045e+01 2.118959999999999866e+01
-1.810173557000000244e+01 2.202919999999999945e+01
-1.809173557000000443e+01 2.288990000000000080e+01
-1.808173556999999931e+01 2.374230000000000018e+01
-1.807173557000000130e+01 2.455270000000000152e+01
-1.806173557000000329e+01 2.528460000000000107e+01
-1.805173556999999818e+01 2.590220000000000056e+01
-1.804173557000000017e+01 2.637259999999999849e+01
-1.803173557000000216e+01 2.666920000000000002e+01
-1.802173557000000415e+01 2.677390000000000114e+01
-1.801173556999999903e+01 2.667980000000000018e+01
-1.800173557000000102e+01 2.639229999999999876e+01
-1.799173557000000301e+01 2.592950000000000088e+01
-1.798173557000000500e+01 2.532120000000000104e+01
-1.797173556999999988e+01 2.460780000000000101e+01
-1.796173557000000187e+01 2.383650000000000091e+01
-1.795173557000000386e+01 2.305829999999999913e+01
-1.794173556999999875e+01 2.232359999999999900e+01
-1.793173557000000073e+01 2.167790000000000106e+01
-1.792173557000000272e+01 2.115850000000000009e+01
-1.791173557000000471e+01 2.079100000000000037e+01
-1.790173556999999960e+01 2.058800000000000097e+01
-1.789173557000000159e+01 2.054820000000000135e+01
-1.788173557000000358e+01 2.065769999999999840e+01
-1.787173556999999846e+01 2.089130000000000109e+01
-1.786173557000000045e+01 2.121630000000000038e+01
-1.785173557000000244e+01 2.159570000000000078e+01
-1.784173557000000443e+01 2.199190000000000111e+01
-1.783173556999999931e+01 2.237030000000000030e+01
-1.782173557000000130e+01 2.270260000000000034e+01
-1.781173557000000329e+01 2.296849999999999881e+01
-1.780173556999999818e+01 2.315700000000000003e+01
-1.779173557000000017e+01 2.326640000000000086e+01
-1.778173557000000216e+01 2.330320000000000036e+01
-1.777173557000000415e+01 2.327990000000000137e+01
-1.776173556999999903e+01 2.321280000000000143e+01
-1.775173557000000102e+01 2.311890000000000001e+01
-1.774173557000000301e+01 2.301340000000000074e+01
-1.773173556999999789e+01 2.290709999999999980e+01
-1.772173556999999988e+01 2.280470000000000041e+01
-1.771173557000000187e+01 2.270469999999999899e+01
-1.770173557000000031e+01 2.259929999999999950e+01
-1.769173556999999875e+01 2.247579999999999956e+01
-1.768173557000000073e+01 2.231899999999999906e+01
-1.767173556999999917e+01 2.211339999999999861e+01
-1.766173556999999761e+01 2.184619999999999962e+01
-1.765173556999999960e+01 2.150959999999999894e+01
-1.764173557000000159e+01 2.110229999999999961e+01
-1.763173557000000002e+01 2.063109999999999999e+01
-1.762173556999999846e+01 2.011029999999999873e+01
-1.761173557000000045e+01 1.956149999999999878e+01
-1.760173556999999889e+01 1.901129999999999853e+01
-1.759173556999999732e+01 1.848999999999999844e+01
-1.758173556999999931e+01 1.802890000000000015e+01
-1.757173557000000130e+01 1.765800000000000125e+01
-1.756173556999999974e+01 1.740419999999999945e+01
-1.755173556999999818e+01 1.728969999999999985e+01
-1.754173557000000017e+01 1.733050000000000068e+01
-1.753173557000000216e+01 1.753610000000000113e+01
-1.752173557000000059e+01 1.790840000000000032e+01
-1.751173556999999903e+01 1.844239999999999924e+01
-1.750173557000000102e+01 1.912559999999999860e+01
-1.749173556999999946e+01 1.993929999999999936e+01
-1.748173556999999789e+01 2.085829999999999984e+01
-1.747173556999999988e+01 2.185279999999999845e+01
-1.746173557000000187e+01 2.288919999999999888e+01
-1.745173557000000031e+01 2.393189999999999884e+01
-1.744173556999999875e+01 2.494549999999999912e+01
-1.743173557000000073e+01 2.589659999999999940e+01
-1.742173556999999917e+01 2.675580000000000069e+01
-1.741173556999999761e+01 2.750009999999999977e+01
-1.740173556999999960e+01 2.811349999999999838e+01
-1.739173557000000159e+01 2.858820000000000050e+01
-1.738173557000000002e+01 2.892449999999999832e+01
-1.737173556999999846e+01 2.912989999999999924e+01
-1.736173557000000045e+01 2.921819999999999951e+01
-1.735173556999999889e+01 2.920739999999999981e+01
-1.734173556999999732e+01 2.911809999999999832e+01
-1.733173556999999931e+01 2.897119999999999962e+01
-1.732173557000000130e+01 2.878659999999999997e+01
-1.731173556999999974e+01 2.858180000000000121e+01
-1.730173556999999818e+01 2.837079999999999913e+01
-1.729173557000000017e+01 2.816410000000000124e+01
-1.728173557000000216e+01 2.796799999999999997e+01
-1.727173557000000059e+01 2.778490000000000038e+01
-1.726173556999999903e+01 2.761370000000000147e+01
-1.725173557000000102e+01 2.745029999999999859e+01
-1.724173556999999946e+01 2.728729999999999833e+01
-1.723173556999999789e+01 2.711560000000000059e+01
-1.722173556999999988e+01 2.692399999999999949e+01
-1.721173557000000187e+01 2.670029999999999859e+01
-1.720173557000000031e+01 2.643199999999999861e+01
-1.719173556999999875e+01 2.610670000000000002e+01
-1.718173557000000073e+01 2.571359999999999957e+01
-1.717173556999999917e+01 2.524360000000000070e+01
-1.716173556999999761e+01 2.469069999999999965e+01
-1.715173556999999960e+01 2.405260000000000176e+01
-1.714173557000000159e+01 2.333149999999999835e+01
-1.713173557000000002e+01 2.253480000000000061e+01
-1.712173556999999846e+01 2.167510000000000048e+01
-1.711173557000000045e+01 2.077039999999999864e+01
-1.710173556999999889e+01 1.984349999999999881e+01
-1.709173556999999732e+01 1.892119999999999891e+01
-1.708173556999999931e+01 1.803229999999999933e+01
-1.707173557000000130e+01 1.720609999999999928e+01
-1.706173556999999974e+01 1.646979999999999933e+01
-1.705173556999999818e+01 1.584650000000000070e+01
-1.704173557000000017e+01 1.535260000000000069e+01
-1.703173557000000216e+01 1.499660000000000082e+01
-1.702173557000000059e+01 1.477849999999999930e+01
-1.701173556999999903e+01 1.468979999999999997e+01
-1.700173557000000102e+01 1.471540000000000070e+01
-1.699173556999999946e+01 1.483549999999999969e+01
-1.698173556999999789e+01 1.502890000000000015e+01
-1.697173556999999988e+01 1.527590000000000003e+01
-1.696173557000000187e+01 1.556170000000000009e+01
-1.695173557000000031e+01 1.587819999999999965e+01
-1.694173556999999875e+01 1.622550000000000026e+01
-1.693173557000000073e+01 1.661129999999999995e+01
-1.692173556999999917e+01 1.705000000000000071e+01
-1.691173556999999761e+01 1.755969999999999942e+01
-1.690173556999999960e+01 1.815889999999999915e+01
-1.689173557000000159e+01 1.886260000000000048e+01
-1.688173557000000002e+01 1.967909999999999826e+01
-1.687173556999999846e+01 2.060650000000000048e+01
-1.686173557000000045e+01 2.163139999999999930e+01
-1.685173556999999889e+01 2.272810000000000130e+01
-1.684173556999999732e+01 2.385970000000000013e+01
-1.683173556999999931e+01 2.498010000000000019e+01
-1.682173557000000130e+01 2.603750000000000142e+01
-1.681173556999999974e+01 2.697860000000000014e+01
-1.680173556999999818e+01 2.775270000000000081e+01
-1.679173557000000017e+01 2.831619999999999848e+01
-1.678173557000000216e+01 2.863579999999999970e+01
-1.677173557000000059e+01 2.869160000000000110e+01
-1.676173556999999903e+01 2.847879999999999967e+01
-1.675173557000000102e+01 2.800720000000000098e+01
-1.674173556999999946e+01 2.730160000000000053e+01
-1.673173556999999789e+01 2.639859999999999829e+01
-1.672173556999999988e+01 2.534509999999999863e+01
-1.671173557000000187e+01 2.419429999999999836e+01
-1.670173557000000031e+01 2.300230000000000175e+01
-1.669173556999999875e+01 2.182509999999999906e+01
-1.668173557000000073e+01 2.071519999999999939e+01
-1.667173556999999917e+01 1.971869999999999834e+01
-1.666173556999999761e+01 1.887349999999999994e+01
-1.665173556999999960e+01 1.820739999999999981e+01
-1.664173557000000159e+01 1.773740000000000094e+01
-1.663173557000000002e+01 1.746910000000000096e+01
-1.662173556999999846e+01 1.739730000000000132e+01
-1.661173557000000045e+01 1.750649999999999906e+01
-1.660173556999999889e+01 1.777270000000000039e+01
-1.659173556999999732e+01 1.816479999999999961e+01
-1.658173556999999931e+01 1.864679999999999893e+01
-1.657173557000000130e+01 1.918029999999999902e+01
-1.656173556999999974e+01 1.972640000000000171e+01
-1.655173556999999818e+01 2.024849999999999994e+01
-1.654173557000000017e+01 2.071399999999999864e+01
-1.653173557000000216e+01 2.109600000000000009e+01
-1.652173557000000059e+01 2.137450000000000117e+01
-1.651173556999999903e+01 2.153740000000000165e+01
-1.650173557000000102e+01 2.158060000000000045e+01
-1.649173556999999946e+01 2.150750000000000028e+01
-1.648173556999999789e+01 2.132890000000000086e+01
-1.647173556999999988e+01 2.106159999999999854e+01
-1.646173557000000187e+01 2.072769999999999868e+01
-1.645173557000000031e+01 2.035239999999999938e+01
-1.644173556999999875e+01 1.996320000000000050e+01
-1.643173557000000073e+01 1.958800000000000097e+01
-1.642173556999999917e+01 1.925369999999999848e+01
-1.641173556999999761e+01 1.898450000000000060e+01
-1.640173556999999960e+01 1.880089999999999861e+01
-1.639173557000000159e+01 1.871849999999999881e+01
-1.638173557000000002e+01 1.874680000000000035e+01
-1.637173556999999846e+01 1.888929999999999865e+01
-1.636173557000000045e+01 1.914329999999999998e+01
-1.635173556999999889e+01 1.950019999999999953e+01
-1.634173556999999732e+01 1.994600000000000151e+01
-1.633173556999999931e+01 2.046290000000000120e+01
-1.632173557000000130e+01 2.103000000000000114e+01
-1.631173556999999974e+01 2.162490000000000023e+01
-1.630173556999999818e+01 2.222490000000000165e+01
-1.629173557000000017e+01 2.280780000000000030e+01
-1.628173557000000216e+01 2.335320000000000107e+01
-1.627173557000000059e+01 2.384290000000000020e+01
-1.626173556999999903e+01 2.426119999999999877e+01
-1.625173557000000102e+01 2.459530000000000172e+01
-1.624173556999999946e+01 2.483579999999999899e+01
-1.623173556999999789e+01 2.497619999999999862e+01
