# energy s p d
-1.704173557000000017e+01 2.134100000000000108e+00 4.344000000000000083e-01 0.000000000000000000e+00
-1.703173557000000216e+01 2.103900000000000325e+00 4.289000000000000590e-01 0.000000000000000000e+00
-1.702173557000000059e+01 2.093099999999999739e+00 4.286000000000000365e-01 0.000000000000000000e+00
-1.701173556999999903e+01 2.100399999999999601e+00 4.299000000000000044e-01 0.000000000000000000e+00
-1.700173557000000102e+01 2.121999999999999442e+00 4.338999999999998969e-01 0.000000000000000000e+00
-1.699173556999999946e+01 2.154199999999999893e+00 4.398999999999998467e-01 0.000000000000000000e+00
-1.698173556999999789e+01 2.193599999999999550e+00 4.474000000000000754e-01 0.000000000000000000e+00
-1.697173556999999988e+01 2.235300000000000065e+00 4.570000000000000728e-01 0.000000000000000000e+00
-1.696173557000000187e+01 2.277800000000000047e+00 4.659000000000000363e-01 0.000000000000000000e+00
-1.695173557000000031e+01 2.317100000000000826e+00 4.767999999999999461e-01 0.000000000000000000e+00
-1.694173556999999875e+01 2.353299999999999947e+00 4.871000000000001995e-01 0.000000000000000000e+00
-1.693173557000000073e+01 2.386899999999999800e+00 4.978999999999999537e-01 0.000000000000000000e+00
-1.692173556999999917e+01 2.419800000000000395e+00 5.093999999999999639e-01 0.000000000000000000e+00
-1.691173556999999761e+01 2.454700000000000770e+00 5.224000000000000865e-01 0.000000000000000000e+00
-1.690173556999999960e+01 2.494199999999999751e+00 5.384999999999999787e-01 0.000000000000000000e+00
-1.689173557000000159e+01 2.541700000000000070e+00 5.569999999999998286e-01 0.000000000000000000e+00
-1.688173557000000002e+01 2.598700000000000010e+00 5.778999999999999693e-01 0.000000000000000000e+00
-1.687173556999999846e+01 2.666500000000000092e+00 6.005999999999999117e-01 0.000000000000000000e+00
-1.686173557000000045e+01 2.745399999999999618e+00 6.268000000000001348e-01 0.000000000000000000e+00
-1.685173556999999889e+01 2.834100000000000730e+00 6.542000000000002258e-01 0.000000000000000000e+00
-1.684173556999999732e+01 2.928700000000000081e+00 6.819000000000000616e-01 0.000000000000000000e+00
-1.683173556999999931e+01 3.025600000000000289e+00 7.102999999999998204e-01 0.000000000000000000e+00
-1.682173557000000130e+01 3.119200000000000195e+00 7.352000000000000757e-01 0.000000000000000000e+00
-1.681173556999999974e+01 3.204300000000000370e+00 7.585999999999999410e-01 0.000000000000000000e+00
-1.680173556999999818e+01 3.275699999999999612e+00 7.761000000000001231e-01 0.000000000000000000e+00
-1.679173557000000017e+01 3.327599999999999891e+00 7.879000000000001558e-01 0.000000000000000000e+00
-1.678173557000000216e+01 3.357299999999999951e+00 7.938000000000000611e-01 0.000000000000000000e+00
-1.677173557000000059e+01 3.361700000000000355e+00 7.935000000000002052e-01 0.000000000000000000e+00
-1.676173556999999903e+01 3.340100000000000513e+00 7.859999999999998099e-01 0.000000000000000000e+00
-1.675173557000000102e+01 3.293300000000000338e+00 7.726000000000001755e-01 0.000000000000000000e+00
-1.674173556999999946e+01 3.222900000000000542e+00 7.534999999999998366e-01 0.000000000000000000e+00
-1.673173556999999789e+01 3.133300000000000196e+00 7.306000000000002492e-01 0.000000000000000000e+00
-1.672173556999999988e+01 3.027999999999999581e+00 7.033999999999999142e-01 0.000000000000000000e+00
-1.671173557000000187e+01 2.912800000000000722e+00 6.749000000000000554e-01 0.000000000000000000e+00
-1.670173557000000031e+01 2.792700000000000404e+00 6.467000000000000526e-01 0.000000000000000000e+00
-1.669173556999999875e+01 2.673600000000000421e+00 6.186000000000000387e-01 0.000000000000000000e+00
-1.668173557000000073e+01 2.561300000000000132e+00 5.926000000000002377e-01 0.000000000000000000e+00
-1.667173556999999917e+01 2.460300000000000153e+00 5.696999999999999842e-01 0.000000000000000000e+00
-1.666173556999999761e+01 2.374400000000000066e+00 5.507999999999998453e-01 0.000000000000000000e+00
-1.665173556999999960e+01 2.307100000000000151e+00 5.365999999999999659e-01 0.000000000000000000e+00
-1.664173557000000159e+01 2.261699999999999378e+00 5.268000000000001570e-01 0.000000000000000000e+00
-1.663173557000000002e+01 2.238500000000000156e+00 5.222999999999998755e-01 0.000000000000000000e+00
-1.662173556999999846e+01 2.238000000000000433e+00 5.227000000000000535e-01 0.000000000000000000e+00
-1.661173557000000045e+01 2.258999999999999897e+00 5.276000000000000689e-01 0.000000000000000000e+00
-1.660173556999999889e+01 2.300999999999999712e+00 5.369000000000000439e-01 0.000000000000000000e+00
-1.659173556999999732e+01 2.359499999999999265e+00 5.495999999999999774e-01 0.000000000000000000e+00
-1.658173556999999931e+01 2.432100000000000595e+00 5.649000000000000687e-01 0.000000000000000000e+00
-1.657173557000000130e+01 2.513699999999999601e+00 5.809000000000001940e-01 0.000000000000000000e+00
-1.656173556999999974e+01 2.600099999999999412e+00 5.987000000000000099e-01 0.000000000000000000e+00
-1.655173556999999818e+01 2.687100000000000044e+00 6.167000000000001370e-01 0.000000000000000000e+00
-1.654173557000000017e+01 2.769900000000000695e+00 6.332999999999999741e-01 0.000000000000000000e+00
-1.653173557000000216e+01 2.844200000000000728e+00 6.479000000000000314e-01 0.000000000000000000e+00
-1.652173557000000059e+01 2.907000000000000028e+00 6.610000000000000320e-01 0.000000000000000000e+00
-1.651173556999999903e+01 2.956099999999999728e+00 6.706999999999999629e-01 0.000000000000000000e+00
-1.650173557000000102e+01 2.989800000000000235e+00 6.788000000000002920e-01 0.000000000000000000e+00
-1.649173556999999946e+01 3.007099999999999440e+00 6.822000000000000286e-01 0.000000000000000000e+00
-1.648173556999999789e+01 3.008800000000000807e+00 6.833000000000000185e-01 0.000000000000000000e+00
-1.647173556999999988e+01 2.995500000000001162e+00 6.821999999999999176e-01 0.000000000000000000e+00
-1.646173557000000187e+01 2.969900000000000428e+00 6.790999999999999259e-01 0.000000000000000000e+00
-1.645173557000000031e+01 2.934299999999999464e+00 6.743000000000001215e-01 0.000000000000000000e+00
-1.644173556999999875e+01 2.893199999999999772e+00 6.692000000000002391e-01 0.000000000000000000e+00
-1.643173557000000073e+01 2.849100000000000410e+00 6.641000000000001346e-01 0.000000000000000000e+00
-1.642173556999999917e+01 2.806999999999999496e+00 6.601999999999998980e-01 0.000000000000000000e+00
-1.641173556999999761e+01 2.769999999999998685e+00 6.576000000000000734e-01 0.000000000000000000e+00
-1.640173556999999960e+01 2.741500000000000270e+00 6.569999999999999174e-01 0.000000000000000000e+00
-1.639173557000000159e+01 2.724800000000000999e+00 6.594999999999999751e-01 0.000000000000000000e+00
-1.638173557000000002e+01 2.721099999999999408e+00 6.649999999999999245e-01 0.000000000000000000e+00
-1.637173556999999846e+01 2.732000000000000206e+00 6.740000000000000435e-01 0.000000000000000000e+00
-1.636173557000000045e+01 2.756899999999999462e+00 6.862999999999999101e-01 0.000000000000000000e+00
-1.635173556999999889e+01 2.794500000000000206e+00 7.021999999999999353e-01 0.000000000000000000e+00
-1.634173556999999732e+01 2.843299999999999716e+00 7.199999999999999734e-01 0.000000000000000000e+00
-1.633173556999999931e+01 2.900399999999999423e+00 7.412999999999999590e-01 0.000000000000000000e+00
-1.632173557000000130e+01 2.962099999999999511e+00 7.631999999999998785e-01 0.000000000000000000e+00
-1.631173556999999974e+01 3.025300000000000544e+00 7.863999999999999879e-01 0.000000000000000000e+00
-1.630173556999999818e+01 3.087199999999999722e+00 8.089000000000001744e-01 0.000000000000000000e+00
-1.629173557000000017e+01 3.143999999999999684e+00 8.314000000000000279e-01 0.000000000000000000e+00
-1.628173557000000216e+01 3.193599999999999994e+00 8.523000000000000576e-01 0.000000000000000000e+00
-1.627173557000000059e+01 3.234200000000000408e+00 8.707999999999997964e-01 0.000000000000000000e+00
-1.626173556999999903e+01 3.265600000000000946e+00 8.861999999999996547e-01 0.000000000000000000e+00
-1.625173557000000102e+01 3.286499999999999755e+00 8.994999999999999662e-01 0.000000000000000000e+00
-1.624173556999999946e+01 3.297599999999999643e+00 9.096999999999996200e-01 0.000000000000000000e+00
-1.623173556999999789e+01 3.299199999999999466e+00 9.148999999999999355e-01 0.000000000000000000e+00
-1.622173556999999988e+01 3.292399999999999327e+00 9.173000000000000043e-01 0.000000000000000000e+00
-1.621173557000000187e+01 3.278599999999999515e+00 9.164999999999998703e-01 0.000000000000000000e+00
-1.620173557000000031e+01 3.258900000000000574e+00 9.120999999999997998e-01 0.000000000000000000e+00
-1.619173556999999875e+01 3.234500000000000153e+00 9.048000000000002707e-01 0.000000000000000000e+00
-1.618173557000000073e+01 3.206599999999999895e+00 8.952999999999999847e-01 0.000000000000000000e+00
-1.617173556999999917e+01 3.176099999999999479e+00 8.831999999999999851e-01 0.000000000000000000e+00
-1.616173556999999761e+01 3.143400000000000194e+00 8.690000000000002167e-01 0.000000000000000000e+00
-1.615173556999999960e+01 3.109499999999999709e+00 8.534000000000003805e-01 0.000000000000000000e+00
-1.614173557000000159e+01 3.073299999999999699e+00 8.374999999999999112e-01 0.000000000000000000e+00
-1.613173557000000002e+01 3.034599999999999298e+00 8.206999999999999851e-01 0.000000000000000000e+00
-1.612173556999999846e+01 2.993599999999999817e+00 8.028000000000001801e-01 0.000000000000000000e+00
-1.611173557000000045e+01 2.948399999999999910e+00 7.842000000000000082e-01 0.000000000000000000e+00
-1.610173556999999889e+01 2.898700000000000276e+00 7.665999999999998371e-01 0.000000000000000000e+00
-1.609173556999999732e+01 2.842300000000000271e+00 7.472999999999999643e-01 0.000000000000000000e+00
-1.608173556999999931e+01 2.779199999999999893e+00 7.276999999999999025e-01 0.000000000000000000e+00
-1.607173557000000130e+01 2.709699999999999775e+00 7.072000000000000508e-01 0.000000000000000000e+00
-1.606173556999999974e+01 2.633000000000000007e+00 6.866999999999998661e-01 0.000000000000000000e+00
-1.605173556999999818e+01 2.550299999999999567e+00 6.661999999999996813e-01 0.000000000000000000e+00
-1.604173557000000017e+01 2.462699999999999889e+00 6.442999999999999838e-01 0.000000000000000000e+00
-1.603173557000000216e+01 2.372300000000000075e+00 6.227000000000000313e-01 0.000000000000000000e+00
-1.602173557000000059e+01 2.280800000000000161e+00 6.012999999999999456e-01 0.000000000000000000e+00
-1.601173556999999903e+01 2.191699999999999982e+00 5.806999999999999940e-01 0.000000000000000000e+00
-1.600173557000000102e+01 2.107299999999999951e+00 5.612999999999999101e-01 0.000000000000000000e+00
-1.599173556999999946e+01 2.030399999999999761e+00 5.446000000000000840e-01 0.000000000000000000e+00
-1.598173556999999967e+01 1.962999999999999634e+00 5.297999999999999376e-01 0.000000000000000000e+00
-1.597173556999999988e+01 1.906699999999999839e+00 5.170999999999998931e-01 0.000000000000000000e+00
-1.596173557000000010e+01 1.862799999999999789e+00 5.085999999999999410e-01 0.000000000000000000e+00
-1.595173557000000031e+01 1.831499999999999462e+00 5.026999999999999247e-01 0.000000000000000000e+00
-1.594173557000000052e+01 1.812500000000000000e+00 4.989999999999999991e-01 0.000000000000000000e+00
-1.593173556999999896e+01 1.804600000000000204e+00 4.984999999999998876e-01 0.000000000000000000e+00
-1.592173556999999917e+01 1.804800000000000182e+00 4.991000000000000991e-01 0.000000000000000000e+00
-1.591173556999999938e+01 1.811500000000000554e+00 5.024000000000000687e-01 0.000000000000000000e+00
-1.590173556999999960e+01 1.821699999999999653e+00 5.053000000000000824e-01 0.000000000000000000e+00
-1.589173556999999981e+01 1.833100000000000396e+00 5.086000000000001631e-01 0.000000000000000000e+00
-1.588173557000000002e+01 1.842599999999999572e+00 5.107000000000000428e-01 0.000000000000000000e+00
-1.587173557000000024e+01 1.848900000000000210e+00 5.117000000000000437e-01 0.000000000000000000e+00
-1.586173557000000045e+01 1.849999999999999645e+00 5.123999999999999666e-01 0.000000000000000000e+00
-1.585173556999999889e+01 1.845899999999999652e+00 5.106000000000001648e-01 0.000000000000000000e+00
-1.584173556999999910e+01 1.836700000000000221e+00 5.069999999999998952e-01 0.000000000000000000e+00
-1.583173556999999931e+01 1.822999999999999954e+00 5.038999999999999035e-01 0.000000000000000000e+00
-1.582173556999999953e+01 1.806999999999999718e+00 4.994000000000001216e-01 0.000000000000000000e+00
-1.581173556999999974e+01 1.791899999999999382e+00 4.953999999999998960e-01 0.000000000000000000e+00
-1.580173556999999995e+01 1.779399999999999649e+00 4.936000000000000942e-01 0.000000000000000000e+00
-1.579173557000000017e+01 1.773199999999999665e+00 4.942000000000000837e-01 0.000000000000000000e+00
-1.578173557000000038e+01 1.776800000000000157e+00 4.983000000000001872e-01 0.000000000000000000e+00
-1.577173557000000059e+01 1.793000000000000593e+00 5.060000000000001164e-01 0.000000000000000000e+00
-1.576173556999999903e+01 1.824799999999999756e+00 5.199000000000000288e-01 0.000000000000000000e+00
-1.575173556999999924e+01 1.872999999999999776e+00 5.380999999999998007e-01 0.000000000000000000e+00
-1.574173556999999946e+01 1.939100000000000046e+00 5.619999999999999440e-01 0.000000000000000000e+00
-1.573173556999999967e+01 2.022599999999999731e+00 5.906999999999998918e-01 0.000000000000000000e+00
-1.572173556999999988e+01 2.121599999999999930e+00 6.236000000000001542e-01 0.000000000000000000e+00
-1.571173557000000010e+01 2.233900000000000219e+00 6.600000000000000311e-01 0.000000000000000000e+00
-1.570173557000000031e+01 2.355499999999999705e+00 6.984000000000000208e-01 0.000000000000000000e+00
-1.569173557000000052e+01 2.482099999999999529e+00 7.373000000000000664e-01 0.000000000000000000e+00
-1.568173556999999896e+01 2.608999999999999986e+00 7.762999999999998790e-01 0.000000000000000000e+00
-1.567173556999999917e+01 2.731200000000000294e+00 8.117999999999999661e-01 0.000000000000000000e+00
-1.566173556999999938e+01 2.844599999999999795e+00 8.452999999999999403e-01 0.000000000000000000e+00
-1.565173556999999960e+01 2.945699999999999985e+00 8.741999999999998661e-01 0.000000000000000000e+00
-1.564173556999999981e+01 3.031800000000000495e+00 8.979999999999999094e-01 0.000000000000000000e+00
-1.563173557000000002e+01 3.101900000000000102e+00 9.171999999999997932e-01 0.000000000000000000e+00
-1.562173557000000024e+01 3.157400000000000428e+00 9.316000000000002057e-01 0.000000000000000000e+00
-1.561173557000000045e+01 3.199599999999999778e+00 9.412999999999998035e-01 0.000000000000000000e+00
-1.560173556999999889e+01 3.230199999999999960e+00 9.493000000000002547e-01 0.000000000000000000e+00
-1.559173556999999910e+01 3.254199999999999537e+00 9.551000000000000600e-01 0.000000000000000000e+00
-1.558173556999999931e+01 3.274700000000000610e+00 9.597999999999998755e-01 0.000000000000000000e+00
-1.557173556999999953e+01 3.296199999999999353e+00 9.648999999999998689e-01 0.000000000000000000e+00
-1.556173556999999974e+01 3.319899999999999185e+00 9.707999999999999963e-01 0.000000000000000000e+00
-1.555173556999999995e+01 3.349199999999999733e+00 9.785999999999998034e-01 0.000000000000000000e+00
-1.554173557000000017e+01 3.383199999999999985e+00 9.876000000000001444e-01 0.000000000000000000e+00
-1.553173557000000038e+01 3.420799999999999841e+00 9.978999999999997872e-01 0.000000000000000000e+00
-1.552173557000000059e+01 3.458499999999999908e+00 1.007800000000000029e+00 0.000000000000000000e+00
-1.551173556999999903e+01 3.492599999999999483e+00 1.017300000000000093e+00 0.000000000000000000e+00
-1.550173556999999924e+01 3.517000000000000348e+00 1.023299999999999876e+00 0.000000000000000000e+00
-1.549173556999999946e+01 3.526899999999999924e+00 1.025100000000000122e+00 0.000000000000000000e+00
-1.548173556999999967e+01 3.516399999999999526e+00 1.021200000000000108e+00 0.000000000000000000e+00
-1.547173556999999988e+01 3.481799999999999784e+00 1.009799999999999809e+00 0.000000000000000000e+00
-1.546173557000000010e+01 3.419799999999999507e+00 9.915000000000000480e-01 0.000000000000000000e+00
-1.545173557000000031e+01 3.329700000000000770e+00 9.641000000000000680e-01 0.000000000000000000e+00
-1.544173557000000052e+01 3.213499999999999357e+00 9.299000000000000599e-01 0.000000000000000000e+00
-1.543173556999999896e+01 3.073700000000000099e+00 8.887000000000000455e-01 0.000000000000000000e+00
-1.542173556999999917e+01 2.916000000000000369e+00 8.434999999999996945e-01 0.000000000000000000e+00
-1.541173556999999938e+01 2.747599999999998932e+00 7.953000000000000069e-01 0.000000000000000000e+00
-1.540173556999999960e+01 2.574799999999999756e+00 7.457999999999999075e-01 0.000000000000000000e+00
-1.539173556999999981e+01 2.405199999999999783e+00 6.985000000000001208e-01 0.000000000000000000e+00
-1.538173557000000002e+01 2.246499999999999719e+00 6.539999999999998037e-01 0.000000000000000000e+00
-1.537173557000000024e+01 2.104299999999999837e+00 6.145000000000001572e-01 0.000000000000000000e+00
-1.536173557000000045e+01 1.983600000000000474e+00 5.811000000000000609e-01 0.000000000000000000e+00
-1.535173556999999889e+01 1.887000000000000011e+00 5.563000000000001277e-01 0.000000000000000000e+00
-1.534173556999999910e+01 1.816000000000000059e+00 5.382000000000001227e-01 0.000000000000000000e+00
-1.533173556999999931e+01 1.771500000000000297e+00 5.282000000000001139e-01 0.000000000000000000e+00
-1.532173556999999953e+01 1.752599999999999714e+00 5.252999999999999892e-01 0.000000000000000000e+00
-1.531173556999999974e+01 1.757400000000000295e+00 5.310000000000001386e-01 0.000000000000000000e+00
-1.530173556999999995e+01 1.782999999999999918e+00 5.429000000000000492e-01 0.000000000000000000e+00
-1.529173557000000017e+01 1.826599999999999557e+00 5.595999999999999863e-01 0.000000000000000000e+00
-1.528173557000000038e+01 1.886099999999999888e+00 5.816000000000000059e-01 0.000000000000000000e+00
-1.527173557000000059e+01 1.957999999999999741e+00 6.090000000000002078e-01 0.000000000000000000e+00
-1.526173556999999903e+01 2.040599999999999969e+00 6.383999999999999675e-01 0.000000000000000000e+00
-1.525173556999999924e+01 2.130300000000000082e+00 6.705999999999999739e-01 0.000000000000000000e+00
-1.524173556999999946e+01 2.224600000000000133e+00 7.045999999999997820e-01 0.000000000000000000e+00
-1.523173556999999967e+01 2.320899999999999963e+00 7.398000000000002352e-01 0.000000000000000000e+00
-1.522173556999999988e+01 2.417000000000000703e+00 7.748999999999998112e-01 0.000000000000000000e+00
-1.521173557000000010e+01 2.510600000000000165e+00 8.087999999999999634e-01 0.000000000000000000e+00
-1.520173557000000031e+01 2.599399999999999711e+00 8.416000000000001258e-01 0.000000000000000000e+00
-1.519173557000000052e+01 2.681000000000000494e+00 8.719999999999997753e-01 0.000000000000000000e+00
-1.518173556999999896e+01 2.754399999999999515e+00 8.990999999999997883e-01 0.000000000000000000e+00
-1.517173556999999917e+01 2.818299999999999805e+00 9.229000000000000536e-01 0.000000000000000000e+00
-1.516173556999999938e+01 2.872199999999999420e+00 9.442000000000000393e-01 0.000000000000000000e+00
-1.515173556999999960e+01 2.915900000000000158e+00 9.610999999999999543e-01 0.000000000000000000e+00
-1.514173556999999981e+01 2.948199999999999488e+00 9.762000000000000677e-01 0.000000000000000000e+00
-1.513173557000000002e+01 2.970399999999999707e+00 9.868000000000000105e-01 0.000000000000000000e+00
-1.512173557000000024e+01 2.981200000000000294e+00 9.939000000000001167e-01 0.000000000000000000e+00
-1.511173557000000045e+01 2.980399999999999938e+00 9.979999999999999982e-01 0.000000000000000000e+00
-1.510173556999999889e+01 2.966199999999999726e+00 9.980999999999997652e-01 0.000000000000000000e+00
-1.509173556999999910e+01 2.938400000000000567e+00 9.944000000000001727e-01 0.000000000000000000e+00
-1.508173556999999931e+01 2.895299999999999763e+00 9.863999999999998325e-01 0.000000000000000000e+00
-1.507173556999999953e+01 2.835700000000000109e+00 9.732000000000000650e-01 0.000000000000000000e+00
-1.506173556999999974e+01 2.758400000000000407e+00 9.556000000000001160e-01 0.000000000000000000e+00
-1.505173556999999995e+01 2.665300000000000225e+00 9.308000000000002938e-01 0.000000000000000000e+00
-1.504173557000000017e+01 2.556599999999999984e+00 9.024000000000000909e-01 0.000000000000000000e+00
-1.503173557000000038e+01 2.435600000000000875e+00 8.687999999999997947e-01 0.000000000000000000e+00
-1.502173557000000059e+01 2.305699999999999861e+00 8.315000000000002389e-01 0.000000000000000000e+00
-1.501173556999999903e+01 2.172200000000000131e+00 7.919999999999998153e-01 0.000000000000000000e+00
-1.500173556999999924e+01 2.039800000000000502e+00 7.518000000000001348e-01 0.000000000000000000e+00
-1.499173556999999946e+01 1.915399999999999769e+00 7.122999999999998222e-01 0.000000000000000000e+00
-1.498173556999999967e+01 1.803500000000000103e+00 6.756999999999999673e-01 0.000000000000000000e+00
-1.497173556999999988e+01 1.709399999999999364e+00 6.433000000000000940e-01 0.000000000000000000e+00
-1.496173557000000010e+01 1.636700000000000488e+00 6.164999999999999369e-01 0.000000000000000000e+00
-1.495173557000000031e+01 1.586499999999999799e+00 5.957000000000000073e-01 0.000000000000000000e+00
-1.494173557000000052e+01 1.560099999999999598e+00 5.816000000000000059e-01 0.000000000000000000e+00
-1.493173556999999896e+01 1.555900000000000061e+00 5.764000000000001345e-01 0.000000000000000000e+00
-1.492173556999999917e+01 1.571800000000000530e+00 5.758999999999999675e-01 0.000000000000000000e+00
-1.491173556999999938e+01 1.602500000000000036e+00 5.819000000000001949e-01 0.000000000000000000e+00
-1.490173556999999960e+01 1.643699999999999495e+00 5.912000000000000588e-01 0.000000000000000000e+00
-1.489173556999999981e+01 1.690500000000000114e+00 6.044999999999999263e-01 0.000000000000000000e+00
-1.488173557000000002e+01 1.736599999999999699e+00 6.194000000000000616e-01 0.000000000000000000e+00
-1.487173557000000024e+01 1.778200000000000225e+00 6.342000000000000970e-01 0.000000000000000000e+00
-1.486173557000000045e+01 1.811399999999999677e+00 6.480999999999998984e-01 0.000000000000000000e+00
-1.485173556999999889e+01 1.834799999999999764e+00 6.605000000000000870e-01 0.000000000000000000e+00
-1.484173556999999910e+01 1.847000000000000419e+00 6.705000000000000959e-01 0.000000000000000000e+00
-1.483173556999999931e+01 1.848799999999999555e+00 6.780999999999999250e-01 0.000000000000000000e+00
-1.482173556999999953e+01 1.843399999999999928e+00 6.836999999999997524e-01 0.000000000000000000e+00
-1.481173556999999974e+01 1.833600000000000341e+00 6.887999999999999678e-01 0.000000000000000000e+00
-1.480173556999999995e+01 1.823199999999999932e+00 6.930000000000000604e-01 0.000000000000000000e+00
-1.479173557000000017e+01 1.816199999999999815e+00 6.993000000000000327e-01 0.000000000000000000e+00
-1.478173557000000038e+01 1.816899999999999959e+00 7.062000000000002720e-01 0.000000000000000000e+00
-1.477173557000000059e+01 1.827300000000000368e+00 7.155000000000001359e-01 0.000000000000000000e+00
-1.476173556999999903e+01 1.850999999999999979e+00 7.278000000000001135e-01 0.000000000000000000e+00
-1.475173556999999924e+01 1.886300000000000088e+00 7.435000000000001608e-01 0.000000000000000000e+00
-1.474173556999999946e+01 1.934099999999999486e+00 7.611999999999998767e-01 0.000000000000000000e+00
-1.473173556999999967e+01 1.990599999999999925e+00 7.816999999999999504e-01 0.000000000000000000e+00
-1.472173556999999988e+01 2.052399999999999558e+00 8.017999999999998462e-01 0.000000000000000000e+00
-1.471173557000000010e+01 2.114199999999999857e+00 8.215999999999998860e-01 0.000000000000000000e+00
-1.470173557000000031e+01 2.170000000000000817e+00 8.378000000000001002e-01 0.000000000000000000e+00
-1.469173557000000052e+01 2.214600000000000790e+00 8.500999999999998558e-01 0.000000000000000000e+00
-1.468173556999999896e+01 2.241200000000000081e+00 8.557999999999998941e-01 0.000000000000000000e+00
-1.467173556999999917e+01 2.246199999999999974e+00 8.542000000000000703e-01 0.000000000000000000e+00
-1.466173556999999938e+01 2.225999999999999979e+00 8.451000000000000734e-01 0.000000000000000000e+00
-1.465173556999999960e+01 2.179199999999999804e+00 8.270999999999999464e-01 0.000000000000000000e+00
-1.464173556999999981e+01 2.106099999999999639e+00 8.013000000000000123e-01 0.000000000000000000e+00
-1.463173557000000002e+01 2.008399999999999963e+00 7.691000000000000059e-01 0.000000000000000000e+00
-1.462173557000000024e+01 1.890500000000000291e+00 7.313999999999998280e-01 0.000000000000000000e+00
-1.461173557000000045e+01 1.757299999999999862e+00 6.906000000000002137e-01 0.000000000000000000e+00
-1.460173556999999889e+01 1.615499999999999714e+00 6.500000000000001332e-01 0.000000000000000000e+00
-1.459173556999999910e+01 1.469999999999999973e+00 6.113999999999999435e-01 0.000000000000000000e+00
-1.458173556999999931e+01 1.328899999999999748e+00 5.758999999999998565e-01 0.000000000000000000e+00
-1.457173556999999953e+01 1.195900000000000185e+00 5.465999999999999748e-01 0.000000000000000000e+00
-1.456173556999999974e+01 1.076899999999999746e+00 5.249999999999998002e-01 0.000000000000000000e+00
-1.455173556999999995e+01 9.745000000000000329e-01 5.114000000000000767e-01 0.000000000000000000e+00
-1.454173557000000017e+01 8.906999999999999362e-01 5.064999999999999503e-01 0.000000000000000000e+00
-1.453173557000000038e+01 8.256999999999999895e-01 5.088000000000001410e-01 0.000000000000000000e+00
-1.452173557000000059e+01 7.793999999999999817e-01 5.168000000000000371e-01 0.000000000000000000e+00
-1.451173556999999903e+01 7.494999999999998330e-01 5.311000000000000165e-01 0.000000000000000000e+00
-1.450173556999999924e+01 7.341999999999999638e-01 5.478999999999999426e-01 0.000000000000000000e+00
-1.449173556999999946e+01 7.297000000000000153e-01 5.673999999999999044e-01 0.000000000000000000e+00
-1.448173556999999967e+01 7.335999999999998078e-01 5.851999999999999424e-01 0.000000000000000000e+00
-1.447173556999999988e+01 7.429000000000000048e-01 6.012000000000000677e-01 0.000000000000000000e+00
-1.446173557000000010e+01 7.545000000000000595e-01 6.133000000000001783e-01 0.000000000000000000e+00
-1.445173557000000031e+01 7.661999999999996591e-01 6.212999999999999634e-01 0.000000000000000000e+00
-1.444173557000000052e+01 7.757999999999998231e-01 6.238000000000000211e-01 0.000000000000000000e+00
-1.443173556999999896e+01 7.830999999999996852e-01 6.199000000000001176e-01 0.000000000000000000e+00
-1.442173556999999917e+01 7.868000000000001659e-01 6.125000000000000444e-01 0.000000000000000000e+00
-1.441173556999999938e+01 7.872000000000002329e-01 5.996999999999998998e-01 0.000000000000000000e+00
-1.440173556999999960e+01 7.848000000000001641e-01 5.847000000000001085e-01 0.000000000000000000e+00
-1.439173556999999981e+01 7.802000000000000046e-01 5.652000000000000357e-01 0.000000000000000000e+00
-1.438173557000000002e+01 7.751000000000000112e-01 5.461000000000000298e-01 0.000000000000000000e+00
-1.437173557000000024e+01 7.700999999999998957e-01 5.280000000000001359e-01 0.000000000000000000e+00
-1.436173557000000045e+01 7.663999999999998591e-01 5.105000000000001759e-01 0.000000000000000000e+00
-1.435173556999999889e+01 7.651999999999999913e-01 4.969000000000001194e-01 0.000000000000000000e+00
-1.434173556999999910e+01 7.665000000000000702e-01 4.856999999999999096e-01 0.000000000000000000e+00
-1.433173556999999931e+01 7.703000000000000957e-01 4.793000000000000038e-01 0.000000000000000000e+00
-1.432173556999999953e+01 7.775999999999998469e-01 4.781000000000001360e-01 0.000000000000000000e+00
-1.431173556999999974e+01 7.872000000000001219e-01 4.818000000000001726e-01 0.000000000000000000e+00
-1.430173556999999995e+01 7.985999999999999766e-01 4.898000000000001242e-01 0.000000000000000000e+00
-1.429173557000000017e+01 8.116999999999998661e-01 5.036000000000000476e-01 0.000000000000000000e+00
-1.428173557000000038e+01 8.251000000000000556e-01 5.196999999999998288e-01 0.000000000000000000e+00
-1.427173557000000059e+01 8.385000000000000231e-01 5.405000000000000915e-01 0.000000000000000000e+00
-1.426173556999999903e+01 8.507000000000001227e-01 5.635000000000000009e-01 0.000000000000000000e+00
-1.425173556999999924e+01 8.616000000000000325e-01 5.887000000000001121e-01 0.000000000000000000e+00
-1.424173556999999946e+01 8.705999999999999295e-01 6.144000000000000572e-01 0.000000000000000000e+00
-1.423173556999999967e+01 8.775999999999998247e-01 6.391000000000000014e-01 0.000000000000000000e+00
-1.422173556999999988e+01 8.822999999999998622e-01 6.635999999999999677e-01 0.000000000000000000e+00
-1.421173557000000010e+01 8.850000000000001199e-01 6.871999999999998110e-01 0.000000000000000000e+00
-1.420173557000000031e+01 8.865000000000001767e-01 7.090000000000000746e-01 0.000000000000000000e+00
